,Player ,09/10vs. DET,09/17vs. IND,09/25vs. DAL,10/01vs. SFO,10/08vs. PHI,10/15vs. TAM,10/22vs. LAR,11/05vs. SFO,11/09vs. SEA,11/19vs. HOU,11/26vs. JAX,12/03vs. LAR,12/10vs. TEN,12/17vs. WAS,12/24vs. NYG,12/31vs. SEA
13,Ed Dickson,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,: ,: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
14,Quandre Diggs,,,,,,,,Questionable: Hamstring,Doubtful: Hamstring,,,,,,Doubtful: Ankle,Questionable: Ankle,,
15,Will Dissly,,,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
16,Emmanuel Ellerbee,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
17,George Fant,,,,,,,,,,,,,,,,,,Questionable: Groin
18,Tre Flowers,,,Questionable: Ankle,,,,,Questionable: Neck,,,,,,,,,,
19,D.J. Fluker,,,,,,Doubtful: Hamstring,Questionable: Hamstring,,,,,,,,,,,
20,Poona Ford,,Doubtful: Calf,,,,,,,,,,,,,,,,
21,Shaquill Griffin ,,,,,,,,,,,,,,Questionable: Hamstring,Questionable: Hamstring,,,
22,Phil Haynes,Physically Unable to Perform: ,Physically Unable to Perform: ,Physically Unable to Perform: ,Physically Unable to Perform: ,Physically Unable to Perform: ,Physically Unable to Perform: ,Physically Unable to Perform: ,Physically Unable to Perform: ,Physically Unable to Perform: ,Questionable: Ankle,,,,,,,,
23,Delano Hill,,,,,,,Doubtful: Elbow,Out: Elbow,Doubtful: Elbow,Questionable: Elbow,,,,,,,,
24,Joey Hunt,Out: Ankle,Out: Ankle,,,,,,,,,,,,,,,,
25,Germain Ifedi,,,,,,,,Questionable: Knee,,,,,,,,,,
26,Mike Iupati,Questionable: Foot,,,,,,,,,,,,,,,,Questionable: Neck,Doubtful: Neck
27,Quinton Jefferson,,,,Questionable: Hip,,,Questionable: Oblique,Out: Oblique,Doubtful: Oblique,,,,,,,,,Questionable: Ankle
28,Justin Johnson,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
29,Nazair Jones,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
30,Mychal Kendricks,,,,,,,,,,,,Questionable: Hamstring,Doubtful: Hamstring,Out: Hamstring,Questionable: Hamstring,,Out: Knee,Injured Reserve: 
31,Demetrius Knox,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
32,Bradley McDougald,,,,,,,Questionable: Back,Questionable: Back,,,,,,,,,,
33,David Moore,Out: Shoulder,Out: Shoulder,,,,,,,,,,,,,,,,
34,Rashaad Penny,,,Questionable: Hamstring,Questionable: Hamstring,,Questionable: Hamstring,,,,,,,,Out: Knee,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
35,Ethan Pocic,,,Doubtful: Neck,Doubtful: Back,Questionable: Back,Out: Back,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,: ,: ,,Questionable: Core,Injured Reserve: ,Injured Reserve: 
36,C.J. Prosise,,,,,,,,,,,,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
37,Jarran Reed,,,,,,,,,,,,Questionable: Ankle,,,,,,
38,Kalan Reed,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
39,Jordan Simmons,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
40,Tedric Thompson,,Doubtful: Hamstring,Questionable: Hamstring,,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
41,Neiko Thorpe,,Doubtful: Hamstring,Doubtful: Hamstring,Questionable: Hamstring,,,,,,,Questionable: Groin,Doubtful: Groin,Out: Core,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
42,Malik Turner,,,,,,,,,,,,,,,,Out: Concussion,Out: Concussion,
43,Luke Willson,,,,,,,,,,,Doubtful: Hamstring,Questionable: Hamstring,Doubtful: Hamstring,Questionable: Hamstring,,Questionable: Hip,,
44,Al Woods,,,,,,,,,,,,Questionable: Ankle,,,,,,
,Player ,09/10vs. CAR,09/17vs. SEA,09/21vs. LAR,10/01vs. ARI,10/08vs. IND,10/15vs. WAS,10/22vs. DAL,10/29vs. PHI,11/05vs. ARI,11/12vs. NYG,11/26vs. SEA,12/03vs. CHI,12/10vs. HOU,12/17vs. TEN,12/24vs. JAX,12/31vs. LAR
0,Arik Armstead,,,,,,,Injured Reserve: Hand,Injured Reserve: Hand,Injured Reserve: Hand,Injured Reserve: Hand,Injured Reserve: Hand,Injured Reserve: Hand,Injured Reserve: Hand,Injured Reserve: Hand,Injured Reserve: Hand,Injured Reserve: Hand
1,Ray-Ray Armstrong ,,,,,,,Questionable: Shoulder,,,,,,,,,
2,Ronald Blair,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,,,,,Injured Reserve: Thumb,Injured Reserve: Thumb,,
3,Victor Bolden,,,,,,,,,,,,,,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle
4,Trent Brown,,,,,,,,Questionable: Concussion,,,Questionable: Shoulder,Questionable: Shoulder,Injured Reserve: Shoulder,Out: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder
5,Aaron Burbridge,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
6,Tank Carradine,,,,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,,Injured Reserve: Ankle,,,,
7,Garrett Celek,,,,,,,,,,,,,,,Questionable: Knee,
8,Adrian Colbert,,,,,Out: Hamstring,Questionable: Hamstring,,,,,Out: Thumb,Questionable: Thumb,,,,
9,Brock Coyle,,,,Questionable: Concussion,,,Questionable: Shoulder,,,,,,,,,
10,Jayson DiManche,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
11,Reuben Foster ,,Out: Ankle,Out: Ankle,Out: Ankle,Out: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ribs,,,,,,,
12,Brandon Fusco,,,,,,,,Questionable: Biceps,,,,,,,,
13,Pierre Garcon,,,,,,,,,Out: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck
14,Joshua Garnett,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
15,Jimmie Gilbert,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
16,Garry Gilliam,,,,,,,,,Out: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
17,Marquise Goodwin,,,,,Questionable: Concussion,,,Questionable: Back,,,,,,,,
18,Eli Harold,,,Questionable: Foot,,,,,,,,,,,,,
19,Cole Hikutini,,,,,,,,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
20,Carlos Hyde,,,,Questionable: Hip,,,,,,,,,,,,
21,Asa Jackson,,,,,,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
22,Chanceller James,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
23,BJ Johnson,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
24,Chris Jones,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
25,D.J. Jones,,,,,,,,,Out: Knee,,,,,,,
26,Don Jones,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
27,Kyle Juszczyk,,,,Questionable: Concussion,,Out: Back,Out: Back,,,,,,,,,
